CustomerID,max_price,total_value,frequency,avg_items,recency,avg_order_time,region_Europe,region_Other
12346.0,6.693486957499325,6.019257118681095,1.584962500721156,3.0588936890535687,8.348728154231077,7.335390354693925,0,0
12347.0,3.6724253419714956,12.459769710668892,3.0,4.98299357469431,1.584962500721156,5.857980995127572,1,0
12348.0,0.5360529002402097,10.695576306222053,2.321928094887362,3.2016338611696504,6.247927513443585,6.515699838284043,1,0
12349.0,5.320123598040615,11.835474109038568,1.584962500721156,5.841302253980942,4.247927513443585,8.159871336778389,1,0
12350.0,1.560714954474479,8.20163386116965,0.0,4.0,8.280770770130603,0.0,1,0
12351.0,3.6724253419714956,8.233284127266181,0.0,4.392317422778761,8.554588851677638,0.0,0,1
12352.0,3.6724253419714956,10.652136893003979,3.169925001442312,3.3999306068886352,5.20945336562895,5.495695162624068,1,0
12353.0,3.3146965256562866,8.66803400407589,1.0,3.584962500721156,7.679480099505446,7.679480099505446,0,1
12354.0,4.083213368248981,10.076013877085277,0.0,5.857980995127572,7.864186144654281,0.0,1,0
12355.0,3.6724253419714956,9.88814961299859,1.0,4.129283016944966,7.7481928495894605,8.467605550082997,0,1
12356.0,3.6724253419714956,12.454731112037454,2.584962500721156,4.54432051622381,4.523561956057013,6.336283387864432,1,0
12357.0,4.643856189774724,14.089918834062459,1.0,7.204571144249203,5.087462841250339,8.475733430966399,1,0
12358.0,3.426264754702098,11.751154880619216,2.321928094887362,3.8875252707415875,1.0,7.515699838284043,1,0
12359.0,7.1799090900149345,13.089266739322166,3.321928094887362,5.189824558880018,5.857980995127572,6.245837889607361,1,0
12360.0,4.083213368248981,11.818937615028803,2.584962500721156,5.136136687986029,5.727920454563199,6.92362461136832,1,0
12361.0,1.560714954474479,8.817783121774534,2.0,2.643856189774725,8.169925001442312,7.044394119358453,1,0
12362.0,4.904484097901423,12.187840725033997,3.321928094887362,4.678071905112637,2.0,5.039577103060678,1,0
12363.0,2.990954860396993,9.108524456778168,1.0,3.523561956057013,6.78135971352466,7.05528243550119,0,1
12364.0,3.452858964713811,10.238524162779548,2.0,4.339850002884624,3.0,5.142821844115928,1,0
12365.0,3.6724253419714956,8.32503555703934,0.0,4.392317422778761,8.189824558880018,0.0,1,0
12366.0,0.7570232465074596,8.96647661213641,0.0,1.584962500721156,9.308339030139408,0.0,1,0
12367.0,2.3074285251922473,7.237448995639321,0.0,3.321928094887362,2.321928094887362,0.0,1,0
12368.0,3.9020735793107426,9.841878797391995,0.0,4.169925001442312,9.296916206879288,0.0,1,0
12369.0,3.1618876823768938,10.561431157286208,1.584962500721156,4.906890595608519,8.693486957499326,6.839203788096944,1,0
12370.0,3.3146965256562866,11.95139764879479,2.807354922057604,4.822001698022006,5.700439718141092,6.6958546575717275,1,0
12371.0,3.6724253419714956,11.708816622061407,2.0,5.348728154231077,5.906890595608519,7.612278769607845,1,0
12372.0,2.990954860396993,10.22404992406152,1.584962500721156,4.029747343394052,6.169925001442312,6.820178962415188,1,0
12373.0,3.412781525338476,9.857436772596062,1.584962500721156,4.0,8.285402218862249,7.503825737995751,1,0
12374.0,4.083213368248981,11.382202503528516,1.584962500721156,4.754887502163468,4.700439718141092,8.139551352398794,1,0
12375.0,2.990954860396993,8.55236169964577,1.0,2.9068905956085187,3.4594316186372973,6.459431618637297,1,0
12376.0,2.3074285251922473,8.581765495476867,1.0,2.4594316186372973,8.60733031374961,4.857980995127572,1,0
12377.0,4.083213368248981,11.673450422713534,2.0,5.22881869049588,8.303780748177102,6.523561956057013,1,0
12378.0,5.320123598040615,12.403097261532004,1.0,7.233619676759702,7.022367813028454,8.758223214726724,1,0
12379.0,3.3146965256562866,10.519901574262658,2.0,4.266786540694901,6.357552004618084,7.244791941599789,1,0
12380.0,4.640967910449898,12.807958602256477,3.0,5.060695931687554,4.459431618637297,6.523561956057013,1,0
12381.0,3.6724253419714956,10.4852859321029,1.584962500721156,4.772589503896928,2.321928094887362,5.857980995127572,1,0
12383.0,3.6724253419714956,10.659380520429577,2.321928094887362,4.232660756790275,7.531381460516312,5.400879436282184,1,0
12384.0,3.6724253419714956,8.665904354954897,1.0,3.643856189774725,4.857980995127572,6.539158811108031,1,0
12385.0,3.9020735793107426,10.704249502001863,0.0,6.0,8.569855608330949,0.0,1,0
12386.0,2.7548875021634687,9.368069876532083,1.0,3.169925001442312,8.400879436282183,4.906890595608519,0,1
12387.0,4.083213368248981,7.169323753239866,0.0,3.169925001442312,8.700439718141093,0.0,0,1
12388.0,3.4789718050329426,11.929668963418585,3.0,4.189824558880018,4.0,6.347488497211795,0,1
12389.0,3.3146965256562866,10.48515508864702,1.584962500721156,4.029747343394052,8.654636028527968,6.9886846867721655,0,1
